VisitReasonId,Name,SpecialtyId,SpecialtyName
pc_TjsDGNnMR0yHk0cJLUfoaB,Procedural Dermatology Consultation,sp_297,Procedural Dermatology Specialist
pc_0C_VVhHMUUC6Dw3UtCSwIB,Procedural Dermatology  Follow Up,sp_297,Procedural Dermatology Specialist
pc_hNS5tVvIHkSBuCKrDuMVjx,Proctology Consultation,sp_366,Proctologist
pc_4ssknpOjL06KOz1X_fU7rh,Proctology Follow Up,sp_366,Proctologist
pc_x8DX2g5TxkaUhrqbWDtbqB,Cardiac Tumor,sp_105,Cardiologist
pc_xKNmeybjW0Wuc9MbVczidh,Psychiatric Medication Review,sp_122,Psychiatrist
pc_vCxg06LRWUK55UmmjJMFBh,Psychiatric Rehabilitation,sp_336,Physiatrist
pc_eirZxQKQeUedvWkSsWV6Nx,Psychology Consultation,sp_337,Psychologist
pc_laQ523uNQUaiksj7RPlnxh,Psychosomatic Medicine Follow Up,sp_299,Psychosomatic Medicine Specialist
pc_y4KDhvTxqkaQiE7fP0Go_R,Psychosomatic Medicine Specialist Consultation,sp_299,Psychosomatic Medicine Specialist
pc_VkPF8dBXGkuHLA3Pwrm_Qh,Psychotherapy Intake / Initial Visit,sp_352,Psychotherapist
pc_i2HMLiP6wEWSd1lGraxOyh,Cardiology Emergency,sp_105,Cardiologist
pc_cFHRWXY_6kWDy-BiOwFDEh,Ptosis Repair,sp_186,Oculoplastic Surgeon
pc_hzzQZJ3GBUiFFbixWUY2ZB,Post-Traumatic Stress Disorder (PTSD) Counseling,sp_352,Psychotherapist
pc_HFyBS9eEI0OzA9nBSeV1gx,"Pulmonary Embolism ",sp_434,Pulmonary Diseases and Critical Care Medicine Specialist
pc_Gl0SlWoIg0Sk8WPSgVY2zh,Pulmonary Embolism Scan,sp_434,Pulmonary Diseases and Critical Care Medicine Specialist
pc_FkVY8GHoO0GokuXL0deHVx,Pulmonary Emergency,sp_108,Pulmonologist
pc_aDSjq21tlEuXAcUPLv_0Dx,Pulmonary Hypertension,sp_108,Pulmonologist
pc_IbD8O9OXgEa5RjpLNIQrfh,Pulmonary Perfusion and Ventilation Scan / VQ Scan,sp_568,CT Scan Facility
pc_A82D-WOQ5Em45vvl1chEmR,Radiation Therapy,sp_124,Radiation Oncologist
pc_O8B8rNdnlUGILpyFu4QRGB,Radiofrequency Ablation,sp_429,Vascular Interventional Radiologist
pc_nA31Ddhe9k-UEz_MnaM1Wx,Cardiomyopathy,sp_105,Cardiologist
pc_yXQPJFf8ikWlb-BSpmQm1B,Radiofrequency Block,sp_139,Pain Management Specialist
pc_3OxYmAG4CEqx4vmm68h_hh,Radioimmunotherapy,sp_427,Nuclear Radiologist
pc_nhwRDzlJ5k-Ble3RQnR4ph,"Reconstructive Surgery ",sp_272,Reconstructive Surgeon
pc_55Pb3-G-Hk-sFnTvOEXpLR,Rectal Bleeding,sp_133,Colorectal Surgeon
pc_2GpuMC6knkWeFHymuAWTWR,Rectal Prolapse,sp_133,Colorectal Surgeon
pc_Mm4LGkO0dEeu-H4whnX8oB,Removal of Cyst,sp_101,Dermatologist
pc_ORMDup36wkGWVegBb8ouvR,Cardiovascular Distress,sp_105,Cardiologist
pc_h7EH-VJw7EqjSvERK4Jtnx,Respiratory Distress,sp_108,Pulmonologist
pc_WWztaofY70e1uPJiI6TPqR,Retinal Detachment,sp_182,Retina & Vitreous Surgeon
pc_uAbUfNHETE2LxYBwQgGkNB,Retinal Vein / Artery Occlusion,sp_182,Retina & Vitreous Surgeon
pc_pr0VvOBPy0m9IfttskQNyh,Retinopathy,sp_182,Retina & Vitreous Surgeon
pc_HoFIG-jA5k6J9afNgsc3xB,Revisional Surgery,sp_178,"Ophthalmic Plastic, Orbital & Reconstructive Surgeon"
pc_BX_FxtbUQUOQURXXVoOTPx,Rheumatology Consultation,sp_109,Rheumatologist
pc_836N5Avy9U2jT2ENG0zSmR,Rheumatology Follow Up,sp_109,Rheumatologist
pc_Bd2WyLtDoEWpF1FF7q1b6h,Cardioversion,sp_112,Cardiac Electrophysiologist
pc_Owi5RlmPJ0WSL1_bqBJCqR,Risk Management,sp_280,Forensic Psychiatrist
pc_8T5YS2t1ZUi7S94ANY0l2R,Sarcoid,sp_99,Internist
pc_mKyIQtncYkKtTbEONQby8B,Sarcoma / Bone and Soft Tissue Cancer,sp_315,Muscoloskeletal Oncologist
pc_aaycPEPqzUGUZgyIQty87h,Keloids,sp_120,Plastic Surgeon
pc_O3RRqayG1UmC_tGXTxIMkB,Sciatica,sp_290,Spine Specialist
pc_Ddc4zkHwo0y7rOuD7UHt-B,Screening for Disease / Preventive Medicine,sp_153,Primary Care Doctor
pc_NEiXvcAprEypYWFgYq5YER,Central Line Placement,sp_158,Surgeon
pc_a5GNdBwD_kG-lWBsa1Hafx,Sealant,sp_98,Dentist
pc__lPfaUHvbEOiziMWjaa6ZR,Gender Confirmation Surgery,sp_158,Surgeon
pc_SYww_lraBEq5iHnNQscsDh,Sex Hormone Disorder,sp_127,Endocrinologist
pc_VV1YTfGzXUWeMrJMRLqlbh,Gender Affirming Counseling,sp_337,Psychologist
pc_8-cAy9AZlEuF7tF1QDMK5x,Side Effects of Chemotherapy,sp_111,Oncologist
pc_E3kHnYY9qUanc8iDGv_oMR,Side Effects of Radiation Therapy,sp_111,Oncologist
pc_CwWUAyn460CAiSDucubA4R,Sinus Surgeon Consultation,sp_170,Sinus Surgeon / Rhinologist
pc_z0ri0GeVJ06rfGQtb30FAB,Sinus Surgeon Follow Up,sp_170,Sinus Surgeon / Rhinologist
pc_5Nlo1zGal0uy_qq9C4I-px,"Skin and Soft Tissue Infection, including MRSA",sp_114,Infectious Disease Specialist
pc_8aqFFM6KNUKZGIsZyLpN_x,Central Sleep Apnea,sp_155,Sleep Medicine Specialist
pc__9NhQvI4d02rXADQgE-cMh,Skin Biopsy / Removal of Skin Lesion,sp_101,Dermatologist
pc_oz5sqNAoL0SPt085_a1GdB,Skin Cancer,sp_101,Dermatologist
pc_4YtzANzZc0-T710lmkTBSR,Skin Cancer Surgery or Correction,sp_120,Plastic Surgeon
pc_5EchkVgk6ke0Hxcr5Xkd1x,"Skin Problem ",sp_101,Dermatologist
pc_4xd1XbCzB02Q73wfh5Zr1B,Sleep Disorder,sp_155,Sleep Medicine Specialist
pc_Cp3PWo6K4kiaQTjaaIW9IB,Sleep Medicine Consultation,sp_155,Sleep Medicine Specialist
pc_K8uXH_H9VUOtxATK9zLFgB,Sleep Medicine Follow Up,sp_155,Sleep Medicine Specialist
pc_equp9InS40q-lXW7ML6dUB,Somatoform Disorder / Factitious,sp_122,Psychiatrist
pc_H2AvJykRA0WsuMTTmPwwgx,Cerebral Palsy / Other Motor Disabilities,sp_318,Neurodevelopmental Disabilities Specialist
pc_k7WNy26VDUyuBeHSDm6ToB,Speech Aid,sp_456,Speech-Language Pathologist
pc_JN9MSGZz4UC5WW8uNzL7fx,Speech and Swallowing Study,sp_456,Speech-Language Pathologist
pc_5h0FTyvqP0-ITrp5iLljNx,Spina Bifida,sp_341,Pediatric Neurosurgeon
pc_x8mjFj5v7UCFXF6h5T_svB,Spinal Cord Disorder,sp_128,Neurologist
pc_dE5YLBUZGky3HaVTjOJ8nh,Spinal Cord Minimally Invasive Surgery,sp_290,Spine Specialist
pc_rIivFb3dRUqgOCCLgOzt5x,"Spinal Cord Reconstructive Surgery ",sp_290,Spine Specialist
pc_uCDpzon6dkqKEWaQgpO2Jh,Spinal Cord Second Opinion,sp_290,Spine Specialist
pc_ZqDdDWAIpUCVxwc-0Mlf_B,Spinal Cord Trauma / Injury,sp_290,Spine Specialist
pc_wpTqCGnHQE2udVFJ8304LR,Neuro-Oncology Follow-up,sp_111,Oncologist
pc_ycD339fmFEynjw7eqWwJ_x,Retainer Checkup,sp_135,Orthodontist
pc_Xdcmv_WxHEWB-j7j9kZwcB,Neuropsychiatry Consultation,sp_383,Neuropsychiatrist
pc_eLHTQ1B6-kG9ZloQC8RPsR,Neuropsychiatry Follow Up,sp_383,Neuropsychiatrist
pc_M4r1mk5WyU6GK2EQVVG-dx,Laser Vein Treatment,sp_121,Podiatrist
pc_84y94Q9QcU2LC8obQsZ53x,Allergy Nutrition,sp_384,Nutritionist
pc_Cc7CAxON0Ea-aiW8IXf2fh,Diabetic Nutrition,sp_384,Nutritionist
pc_YJUS2RJ7qUGIcSihayKP1h,Sports Nutrition Evaluation,sp_384,Nutritionist
pc_wO_d7wudEE-DWtYoc0Hu6x,High Blood Pressure Diet Consultation,sp_359,Dietitian
pc_2XI9YdHCTk2hnzW5yTbrNh,Kidney Health Diet Consultation,sp_359,Dietitian
pc_R-YvBw1NP0iTYlbZ-i15Vx,Infertility Nutrition Consultation,sp_384,Nutritionist
pc_GEgu4z8pEUyjHfMN-gumnx,Pregnancy Nutrition Checkup,sp_384,Nutritionist
pc_PO-Iy49FuEO3EoRP9IQ2gh,Breast Feeding Nutrition Checkup,sp_384,Nutritionist
pc_Vx3DDrB_r06cPe8jXvtR2x,Eating Disorder Nutrition Consultation,sp_384,Nutritionist
pc_1bSz9EeNUE6hWpG5lmMQUx,Underweight Nutrition Consultation,sp_384,Nutritionist
pc_px4OIutuRUGm9Hdn5u4Z7B,Reflux/Heartburn Diet Consultation,sp_359,Dietitian
pc_7pBULaR5vEGDMKQBlshpZR,IBD Diet Consultation,sp_359,Dietitian
pc_WdMadbKEIEqbA42xY1L33x,Liver Health Diet Consultation,sp_359,Dietitian
pc_A2B0ES3IfEiEby0UImJZsR,Child Nutrition Health Checkup,sp_384,Nutritionist
pc_or6gI66fo0GzdB-8Uu1f3R,Gastric Bypass Nutrition,sp_359,Dietitian
pc_2nuVQ--d9E-UwXHMQhY-bx,Hearing Test,sp_346,Audiologist
pc_RRdAREXK3UGbNp8zOxC9Yx,Damage to the Ear and Disease of the Ear,sp_130,"Ear, Nose & Throat Doctor"
pc_E25CaGxh4UyOp3pp-8fvoR,Family History of Hearing Loss,sp_130,"Ear, Nose & Throat Doctor"
pc_vy1bmEkXrUSno6jJdOSk3B,"Tumor Affecting Hearing (Acoustic Neuroma, Meningioma, Astrocytoma)",sp_346,Audiologist
pc_mp6DchkVBkWxEBH9lbf_HR,Stroke,sp_128,Neurologist
pc_X4ymctWJ20OwVChVw3-yiR,Problem with Hearing Aid,sp_346,Audiologist
pc_pNz2FZ2O4EK2ZUX2iBIqOh,Problem with Balance,sp_346,Audiologist
pc_-kxeZ0nKt0mSj9Ocam3IhB,Evaluation for Cochlear Implant,sp_346,Audiologist
pc_AF2As9jDAUyGMlPDE6MtSB,Varicose Vein Treatment,sp_142,Vascular Surgeon
pc_FX4dkmqX20aZD-pm1EsOGh,Obesity Nutrition Consultation,sp_384,Nutritionist
pc_0-Ds7NYaqE29nwzYmc5f3R,Developmental Vision Exam,sp_157,Optometrist
pc_gDD7-VRLJUqwKIrPav5oux,Wellness Care,sp_420,Integrative Health Medicine Specialist
pc_bFdD7s6-iEurtGiqEm_VSR,Shoulder Pain,sp_117,Orthopedic Surgeon
pc_kahR9R-NoUidCJOkNAwRYx,Stress,sp_337,Psychologist
pc_N-vpUoIh_E2RgFa29XBXWh,Ovulation Induction,sp_339,Reproductive Endocrinologist
pc_IK4ePTQc1EuDed6m5ZCANh,Donor Sperm,sp_339,Reproductive Endocrinologist
pc_bR1keGCvN0q2jzPGJt9pTB,Donor Egg,sp_339,Reproductive Endocrinologist
pc_SeLcB9_MAUyCdPnnpDGeMR,Gestational Carrier/Surrogate,sp_339,Reproductive Endocrinologist
pc_QOrepwc38kGScFHX5ZNkgB,Same-Sex Couple Infertility,sp_339,Reproductive Endocrinologist
pc_3fmwiqUIkEi_HF86cXLfSB,Pre-implantation Genetic Diagnosis,sp_339,Reproductive Endocrinologist
pc_4cdgk8-gX0SLO0zqXM_wWx,Comparative Genomic Hybridization,sp_339,Reproductive Endocrinologist
pc_wAne31K0WEWRkoA8Xcvs8x,Single Embryo Transfer,sp_339,Reproductive Endocrinologist
pc_vBKa9liDeUe1_IxYx_I_uh,Egg Freezing/ Fertility Preservation,sp_339,Reproductive Endocrinologist
pc_BBKkVGnigk6l7xXJ36NYlx,Male Factor Infertility,sp_339,Reproductive Endocrinologist
pc_ZMePJFOYeUaVDUe7y8zjFh,6 Month Well-Baby Checkup,sp_100,Pediatrician
pc_70RGiRnDqEeUEvu-gbiAUR,Cupping,sp_345,Acupuncturist
pc_usK2PrLn0EqhIyLHmtrIax,Orthokeratology / Corneal Refractive Therapy,sp_183,Cornea & External Diseases Specialist
pc_GFdTwWDrLEe-Ex5mLU_mlB,Heart Health Consultation,sp_105,Cardiologist
pc_ajNEfNmRxkOA7126PplsJh,Split Earlobe Repair,sp_120,Plastic Surgeon
pc_R4WD0kahh0ys6lQOpmfCeR,Fractional Laser Treatment,sp_101,Dermatologist
pc_Ye0UZYrxUUGB5gdgz8ZWHB,Tattoo Removal,sp_101,Dermatologist
pc_YFSnG2K6lUSfFYATw_ApbR,Photodynamic Therapy,sp_101,Dermatologist
pc_-AvDOnnGlE-cut3KO0aJVh,Intense Pulsed Light (IPL) Treatment,sp_101,Dermatologist
pc_aETy2HlA7EyK6k-wRv7H8h,Vasectomy Reversal,sp_126,Urologist
pc_oPvJwhrig0un3f5fIVLRgh,Minimally Invasive Vasectomy Reversal,sp_126,Urologist
pc_UOAUWIrpJ0qsm447IgB62x,Mouthguard,sp_98,Dentist
pc_N6v_uO6u4k6yT6KWL9y1CR,Ureteroscopy,sp_126,Urologist
pc_nO0TfixyekWARavc-Xd_YR,Prostate Laser Procedures,sp_126,Urologist
pc_ngyI6al1ikC8neyIJgLZWx,Cryoablation,sp_268,Interventional Radiologist
pc_KB9pzo7rPEuMuZvLbE-Svh,Low Testosterone,sp_126,Urologist
pc_YCOUEopsc0aBo5QDAt6Q0h,Low Libido,sp_126,Urologist
pc_dpSpJoLhQUO95nuufA5C8h,Elevated PSA,sp_126,Urologist
pc_XG3v-Xf3UkaVLeKr9lEyGR,Anorgasmia,sp_104,OB-GYN
pc_B-0hJgy8cUWwovicial6SB,Blood in Urine / Hematuria,sp_126,Urologist
pc_AEhqeNPlq0SXYg7QmvBKsR,Hematospermia,sp_126,Urologist
pc_yIy8ZMuMKECL5sKXPfe1Hx,Varicocele,sp_126,Urologist
pc_RKnlv9WH1EKh1KA3GRelEB,Spider Vein Treatment,sp_101,Dermatologist
pc_er52twwrsEi6FFGI4hdu_B,Lumineers,sp_98,Dentist
pc_jxCSGZSMfEWcxRBGtddgPR,Injury/Minor Laceration,sp_399,Nurse Practitioner
pc_g2_9NA8RlkOmOrlRRFjA9h,Ear Impressions for In-Ear Monitor,sp_346,Audiologist
pc_ME1WNZ6BvUSd6QEwOLluyB,Assistive Learning Devices and Customized Telephones,sp_346,Audiologist
pc_yi_lvYYpKUKn1QH3PU9nKR,Vision Therapy,sp_157,Optometrist
pc_JotAQWn0UUOr4auH-xARUh,Facial,sp_101,Dermatologist
pc_4iteOKX7SEG7UMaXcnL9Nx,Plantar Fasciitis,sp_121,Podiatrist
pc_Ai4Pfl-TnkW4Xc3MA2R68B,Ovarian Cancer Screening,sp_235,Gynecologic Oncologist
pc_tYuN1vxTzEeItBKYUN-orx,Dyslexia,sp_416,Child and Adolescent Psychologist
pc_d7K20DcK4Uuen_1K09Fp3x,Gametrics,sp_104,OB-GYN
pc_X95qNGPA7kunCBaAJ68sVh,Shingles,sp_102,Family Physician
pc_-TqW5P_dj0mtkG8dTzje_x,Essure / Incision Free Sterilization,sp_104,OB-GYN
pc__kEmBKEedkWIi_u8WKNORB,Laparoscopic Tubal Ligation,sp_104,OB-GYN
pc_Ti51KF0PBEusJ4-sotFqrR,IUD Removal,sp_104,OB-GYN
pc_NdZH2qFspUGclf3kXebp5h,Nexplanon Removal,sp_104,OB-GYN
pc_Ff6nODq1Q0eXC6UovSKuSh,Nexplanon Insertion,sp_104,OB-GYN
pc_te8f8jZbr0WDNZyFppmAyx,LEEP Procedure (For Abnormal Pap Smear),sp_368,Gynecologist
pc_DbDrTduCIkq7FjphFXojkx,Endometrial Ablation,sp_104,OB-GYN
pc_IfnsnL3B8ki0Z3LASYamix,Hysteroscopy,sp_104,OB-GYN
pc_QyifJnOvlkeikrW2iJ_aWB,Laser Dental Treatment,sp_98,Dentist
pc_PPcQQ0HDcEmbTqie2eeTRR,New Patient Dental Exam (Adult),sp_98,Dentist
pc_REHjS3FeAkeMcJNuiRJBFh,Sleep Apnea / Snoring Device,sp_98,Dentist
pc_g-YtCFSV2EGOZj6MvbeFLx,Detoxification,sp_298,Addiction Specialist
pc_SVHMZ-OLf0y-qSt1t4raix,Cardiothoracic Surgery Consultation,sp_143,Cardiothoracic Surgeon
pc_rabnwLWMCE6Z-1yE81j20B,Blood Work,sp_399,Nurse Practitioner
pc_GgPRAvC9v0y-MrDRtDKPJx,Routine Eye Exam,sp_157,Optometrist
pc_968HHUuxbkSbCAr94PKUGR,Psychological Testing,sp_337,Psychologist
pc_aBwdvp7jAUu9KbZJ7m67Rh,Urological Surgery Consultation,sp_408,Urological Surgeon
pc_uV5gViUJLUeXPQjAcEWO-R,Applied Kinesiology,sp_156,Chiropractor
pc_OT9LBXixy0meIbKSU2celR,Biofeedback Treatment,sp_337,Psychologist
pc_lnu5Q6f5pEGWlWV6_aIlIx,Court Evaluations,sp_337,Psychologist
pc_n7ZylAB7TUOYAOXEgW-NpB,Functional Capacity Evaluation (Physical),sp_357,Occupational Medicine Specialist
pc_wlSOpbcLxESjRU5oAL6csR,Functional Capacity Evaluation (Mental),sp_337,Psychologist
pc_4PHSrqs16k--3mhdxf26Eh,Immigration Medical Examination,sp_153,Primary Care Doctor
pc_c_mdt7g-AUSYhz9dZYLHxh,Post-Exposure Prophylaxis (PEP),sp_114,Infectious Disease Specialist
pc_-AK3YkwAAESv-oDYxVnJ_B,Entrocele,sp_237,Urogynecologist
pc_g5kdEQH_u0GH1KmpKDUKmR,Rectocele,sp_237,Urogynecologist
pc_iAsOPzmW_0uUsma8SJ214B,Crown lengthening,sp_136,Periodontist
pc_a8LnfrtibE-kvt0RH09mXx,Scaling and Root Planing,sp_136,Periodontist
pc_qPzBc-P520ijSolTt0w67h,Keratoconus,sp_157,Optometrist
pc_tU6vFk4PmE2h8N0Dle0YdR,Blepharospasm,sp_157,Optometrist
pc_HaKceWfFbU6GMmofsWpi_h,Color Vision Deficiency,sp_157,Optometrist
pc_ZrYlywWtF0GdVA9XM6Aush,Pain Rehabilitation,sp_335,Physical Therapist
pc_yvV0dQDuNEGrDXU-h7wDdh,Orthopedic Rehabilitation,sp_335,Physical Therapist
pc_1sAvpxkLHE2V7gc-jMxoYh,Cardiopulmonary Physical Therapy,sp_335,Physical Therapist
pc___r2PLo3BEi6xOhY5wQ1sR,Bad breath/Halitosis,sp_98,Dentist
pc_mvADgSNizkKnqKK_YJEyYR,Postpartum Depression,sp_104,OB-GYN
pc_sItKkeDhNUSHzDCuu8d6sh,Life Coaching,sp_337,Psychologist
pc_bSJh1iMvIECK_CkVcT8oAh,Behavioral Therapy for Sleep Problem,sp_155,Sleep Medicine Specialist
pc_IMgrl70eDECiWQjUbRcrhB,Visual Testing for Learning Disability,sp_157,Optometrist
pc_Oq0Aadx1xkm4U-FdeM6tXB,Continuous Positive Airway Pressure Management,sp_155,Sleep Medicine Specialist
pc_VWv1VtPx30GLBl9rpj_c-h,Hemorrhoid Ligation/Banding,sp_106,Gastroenterologist
pc_65rWPyJXIU63jBqlIjf5yh,Hormone Replacement Therapy Consultation,sp_127,Endocrinologist
pc_2IVc53aZrkiJNSTmXFUT0B,Stem Cell Therapy,sp_120,Plastic Surgeon
pc_r49OmyHrQUmpqs1S5hZ68h,B12 Shot,sp_373,Naturopathic Doctor
pc_8cHCUTrtTE-1oOl51qT69h,Colon Hydrotherapy,sp_373,Naturopathic Doctor
pc_ZioWF-uETESnkM0Lg2XMeh,Nutrition Response Testing,sp_373,Naturopathic Doctor
pc_zzTHyXlqy0aRlK4B2X_wvR,School Phobia,sp_337,Psychologist
pc_H55MqMNNsEueGFUu2t42Ux,Bullying,sp_337,Psychologist
pc_Bpn3VPiaik-PrYuqUDnBXx,Perinatal Loss,sp_337,Psychologist
pc_S5M0CzF9rUub7eWM3waWJh,Separation Anxiety,sp_337,Psychologist
pc_YfCsED1nG0iSjckazbvJIR,Pre-College Fears,sp_337,Psychologist
pc_eQzkEmQoWkyJL5CXzA9CPR,Malaise,sp_337,Psychologist
pc_WcDG0CXl5UmwBDUCVs9S6R,Loneliness,sp_337,Psychologist
pc_IwsoQjH7tU6HWWPalfePbx,Chronic Illness,sp_153,Primary Care Doctor
pc_NrcJt0825Uq4bNYYzlaQWx,Suture Removal,sp_100,Pediatrician
pc_dGtnNW1O9kOT1aAkwLM-Fh,Lymphedema Therapy,sp_335,Physical Therapist
pc_lXgoGTHHSEmtdUkyBiXvFh,Graston Technique,sp_156,Chiropractor
pc_R8WuQU4V10i2e7DUFqsWth,Radial Shockwave Therapy,sp_156,Chiropractor
pc_DFDz8IHY00uSseuWdPUSDx,Active Release Technique,sp_156,Chiropractor
pc_0jKxsHht50m5R1JpKc_slB,Bioenergetic Testing - ASYRA,sp_156,Chiropractor
pc_iek_qpEtVU6lFS5oZW4Olh,Ultherapy,sp_101,Dermatologist
pc_2pwJgZQttkqewQAUKaZAnR,Mole Screening/Treatment,sp_101,Dermatologist
pc_qWu29184Uke_ScigoJbY0h,Viscosupplement Injections,sp_109,Rheumatologist
pc_EBjQEJBrX0eWZz3GgIIcLR,Lingual Braces,sp_135,Orthodontist
pc_d57zYzXE7U-9gqIV-_i3Zx,Medical Detoxification,sp_153,Primary Care Doctor
pc_VL6rY3cJJkKleRcVL9hpRh,Laser Resurfacing,sp_101,Dermatologist
pc_njqid_CmbUeAMT8yCRpFsh,Dermabrasion,sp_101,Dermatologist
pc_q0zeU7ZiEkO0ZCCl4rGi2R,Spinal Decompression,sp_156,Chiropractor
pc_x3rCH4IS00yv8OciSfh09R,Art Therapy,sp_337,Psychologist
pc_jYbeGTFZY0mrGv0dXfO1cR,Mesothelioma,sp_111,Oncologist
pc_cOaY6biYD0ScGJyCtr6LcR,New Patient Dental Exam (Child),sp_98,Dentist
pc_bUppQDbTP0KW6Qvifu_P8x,Gynecomastia,sp_120,Plastic Surgeon
pc_Edq0aXO010-CNUVnqnEeCB,Discogram,sp_139,Pain Management Specialist
pc_XE40re2_4UeQzMr5fMMWhx,Electromyograph (EMG),sp_139,Pain Management Specialist
pc_ALCCcCYtz0KC60ZYqRR9ch,Oral Appliance Therapy,sp_98,Dentist
pc_xphjY8IAyUaJhSk12zRQVx,Forearm Injury,sp_144,Hand Surgeon
pc_6iUJb3nhi0yFHAuokstP1h,Anal Abscess/Fistula,sp_133,Colorectal Surgeon
pc_HC8n72nMME-ockbc0eNL9x,Anal Pap Smear,sp_133,Colorectal Surgeon
pc_M2CgmBwbhUuIMzTr5P_-6h,Anoscopy,sp_133,Colorectal Surgeon
pc_aGnG-6SeoUu_H6syR1_aNh,Anal Warts / Condyloma,sp_133,Colorectal Surgeon
pc_pOTMcAzHZ02veb5xaFn9lB,Anal Pain,sp_133,Colorectal Surgeon
pc_75oTdsl7OEaC7V4Zt86djx,Anal Itching,sp_133,Colorectal Surgeon
pc_iJef2uJItUa1UfK6j6L_Jx,New Patient Visit,sp_153,Primary Care Doctor
pc_N0KP8DvXo0-5PwCUiZrVfx,Breast Atypia,sp_255,Breast Surgeon
pc_4EGwS6Wl50Kp_QrIM3zSHB,Fibroadenomas,sp_255,Breast Surgeon
pc__uYQdctE60SRqWPqVjQIVx,Nipple Discharge,sp_255,Breast Surgeon
pc_ol-hExbcsU-hK5-PyEsx7h,Pseudoangiomatous Stromal Hyperplasia (PASH),sp_255,Breast Surgeon
pc_A6GkrMw4CUClmRA1Ne5apB,Radial Scar,sp_255,Breast Surgeon
pc_AoOxWdK_BEKbZSby2RMHQx,Imaging Follow up,sp_255,Breast Surgeon
pc_WHuslhgv-k6wNGg35lW6Vx,Breast Pain,sp_255,Breast Surgeon
pc_X4xJ6nqc9U6flnOeXoAY4B,Breast Cyst,sp_566,Mammography Facility
pc_c_RgGvClVE-GFbw915_-9h,Risk Assessment,sp_418,Acute Care Nurse Practitioner (Adult / Gerontology)
pc_MWl8uLiS70uPvEYxUk_VOx,Endocrine Cancer,sp_419,Endocrine Surgeon
pc_xoMWsSTYEkmdKrU3r4CFEh,Endocrine Tumor,sp_419,Endocrine Surgeon
pc_Y3_ymxSLDkeZSQAtx4F45B,Endocrine Surgery,sp_419,Endocrine Surgeon
pc_km5ltN3uHEKpQlZWD5KjPx,Endocrine Surgery Follow-Up,sp_419,Endocrine Surgeon
pc_dG7ZRUbKwEWC8-sprkW_hB,Endocrine Surgery Consultation,sp_419,Endocrine Surgeon
pc_-jmco6H9gU2MeexE7AuZEB,Thyroidectomy,sp_419,Endocrine Surgeon
pc_rCula5EzrEGikngCvABLTh,Minimally Invasive Parathyroid (MIRP) Surgery,sp_419,Endocrine Surgeon
pc_9y1CooIqnEu5wCrWttRQZx,Neck Dissection,sp_419,Endocrine Surgeon
pc_d562ue0xj02MsLEiWc40wB,Thyroid Lobectomy,sp_419,Endocrine Surgeon
pc_j4hGistoE0mTMGILVhYj6B,Thyroid Surgery,sp_419,Endocrine Surgeon
pc_NlAhX7JbuUW4WWOtQRxvAh,Adrenal Surgery,sp_419,Endocrine Surgeon
pc_5xuMcL5u9Ee-ZwWNyx6sDB,Cushing's Syndrome,sp_419,Endocrine Surgeon
pc_H4qM7dCIO0mJuhI1-5O84x,Conn's Syndrome,sp_419,Endocrine Surgeon
pc_ftWWyrkDYEKQULIAL6ZpmR,Lymph Node Excision,sp_419,Endocrine Surgeon
pc_BEtQHPTnykySxVS4r2hGQB,Ultrasound Scan - Neck,sp_570,Ultrasound Facility
pc_wM-mEsBp30eH4CG-3GvZpR,Adrenal Gland Tumors,sp_419,Endocrine Surgeon
pc_gGKeUgbNf0y0VDW7oR8Quh,Guided Imagery,sp_420,Integrative Health Medicine Specialist
pc_N48JrB_IbU-tnObPMK7uzh,Trigger Point Therapy,sp_420,Integrative Health Medicine Specialist
pc_mief5Q9pBUW6gx3kNs8XmR,Hypnosis,sp_420,Integrative Health Medicine Specialist
pc_QaEvtBQjzkeByNbABHnmfR,Craniosacral Therapy,sp_420,Integrative Health Medicine Specialist
pc_YSFZ9pS8H0eEud6MFWX15B,Aromatherapy,sp_420,Integrative Health Medicine Specialist
pc_ILumJb6uOUW5lSrHxb4mjx,Burn Surgery,sp_421,Burn Surgeon
pc_6XhHegTzzESUmHKT7okLUx,Tissue Expansion,sp_421,Burn Surgeon
pc_u8_PmCtRcEOpRYIIjjW6Ax,Free Flap Procedure,sp_421,Burn Surgeon
pc_OC6YS4t53Eyk32vg66naFx,Skin Excision,sp_421,Burn Surgeon
pc_n36nEO5f70i_Qf0PGis9Dx,Burn Deformities,sp_421,Burn Surgeon
pc_lxir5LeVyEuUCf13V6QG2h,Acute Burn Resuscitation,sp_421,Burn Surgeon
pc_Em8oSNqfhkCjuEf7-dV8sB,Burn Scar Reconstruction,sp_421,Burn Surgeon
pc_28jzDg7vRE2mLvJL573MPx,Debridement,sp_421,Burn Surgeon
pc_yIvNEGyuekieAqPwS-8Hkh,Burn Blisters,sp_421,Burn Surgeon
pc_IXVsAUB3c0iIKn3l1MDokx,Burn Rehabilitation,sp_421,Burn Surgeon
pc_GfRdDGRAOkG0X0i-vJu2Nh,Surgical Burn Treatment,sp_421,Burn Surgeon
pc_hRfC-JvayEOiizMXLkPS9B,Burn Surgery Follow Up,sp_421,Burn Surgeon
pc_GfLoGGz-5Eah22rqdUQFyx,Cardiac Testing,sp_422,Advanced Heart Failure and Transplant Cardiologist
