InsurancePlanId,Name,InsuranceCarrierId,InsuranceCarrierName
ip_9666,Enhanced Full HMO for Core Accounts 55,ic_438,Blue Shield of California
ip_9668,Point of Service Added Advantage,ic_438,Blue Shield of California
ip_9670,Minimum Coverage PPO,ic_438,Blue Shield of California
ip_9671,0 Cost Share PPO AI-AN,ic_438,Blue Shield of California
ip_9672,Shield PPO Combined Deductible 25-250 90/60 Foundation,ic_438,Blue Shield of California
ip_9673,Shield PPO Combined Deductible 35-500 90/50 Foundation,ic_438,Blue Shield of California
ip_9675,Shield PPO Combined Deductible Value 25-2500 80/50,ic_438,Blue Shield of California
ip_9676,Shield PPO Combined Deductible Value 35-3500 80/50,ic_438,Blue Shield of California
ip_9678,Classic Blue,ic_791,Blue Cross Blue Shield of North Carolina
ip_9679,Blue Value,ic_791,Blue Cross Blue Shield of North Carolina
ip_9680,Shield PPO Plans,ic_438,Blue Shield of California
ip_9681,North Carolina State Health Plan,ic_791,Blue Cross Blue Shield of North Carolina
ip_9682,Blue Select,ic_791,Blue Cross Blue Shield of North Carolina
ip_9683,Shield Savings Plus 4000,ic_438,Blue Shield of California
ip_9686,Blue Care,ic_791,Blue Cross Blue Shield of North Carolina
ip_9689,Bronze 60 HSA PPO AI-AN,ic_438,Blue Shield of California
ip_9691,Silver 70 PPO,ic_438,Blue Shield of California
ip_9693,Ambetter from Buckeye Health Plan,ic_1131,Buckeye Health Plan
ip_9697,Gold 80 PPO,ic_438,Blue Shield of California
ip_9698,Preferred PPO,ic_438,Blue Shield of California
ip_9700,Silver 70 EPO,ic_438,Blue Shield of California
ip_9701,Small Business Enhanced PPO,ic_438,Blue Shield of California
ip_9702,Silver 94 EPO,ic_438,Blue Shield of California
ip_9703,Silver 87 EPO,ic_438,Blue Shield of California
ip_9704,Bronze 60 HSA EPO,ic_438,Blue Shield of California
ip_9705,Bronze 60 HSA EPO AI-AN,ic_438,Blue Shield of California
ip_9709,Platinum 90 EPO AI-AN,ic_438,Blue Shield of California
ip_9710,Bronze 60 PPO,ic_438,Blue Shield of California
ip_9712,Bronze 60 HSA PPO,ic_438,Blue Shield of California
ip_9718,Silver 94 PPO,ic_438,Blue Shield of California
ip_9719,Silver 87 PPO,ic_438,Blue Shield of California
ip_9720,MVP AlterNet NH,ic_353,MVP Health Care
ip_9721,MVP Premier HMO - Individuals,ic_353,MVP Health Care
ip_9722,MVP Premier HMO Small Groups,ic_353,MVP Health Care
ip_9726,MVP Premier Plus HMO - Individuals,ic_353,MVP Health Care
ip_9727,MVP Premier Plus HMO - Small Groups,ic_353,MVP Health Care
ip_9729,MVP Secure - NY,ic_353,MVP Health Care
ip_9730,MVP Secure - VT,ic_353,MVP Health Care
ip_9731,Platinum 90 PPO AI-AN,ic_438,Blue Shield of California
ip_9732,MVP Vermont Vitality HDHP,ic_353,MVP Health Care
ip_9733,MVP Vermont Vitality HMO,ic_353,MVP Health Care
ip_9734,Premier PPO 20,ic_438,Blue Shield of California
ip_9735,MVP Vermont Vitality Plus,ic_353,MVP Health Care
ip_9737,Premier PPO 25,ic_438,Blue Shield of California
ip_9745,SAIF,ic_331,Providence Health Plans
ip_9746,PH&S Alaska & California & Montana Employee Plan,ic_331,Providence Health Plans
ip_9748,PEBB Providence Choice Medical Home Plan,ic_331,Providence Health Plans
ip_9753,Health Share/Providence (Medicaid),ic_331,Providence Health Plans
ip_9757,Sunshine Health Advantage Medicare HMO SNP,ic_769,Sunshine Health
ip_9759,Western Health Advantage,ic_422,Western Health Advantage
ip_9760,HMO: My HPN/MIPLAN BIEN - Southern Nevada,ic_761,Health Plan of Nevada
ip_9761,HMO: My HPN/MIPLAN BIEN - Northern Nevada,ic_761,Health Plan of Nevada
ip_9762,Ambetter from Superior HealthPlan,ic_517,Superior HealthPlan
ip_9763,Blue Advantage Silver HMO,ic_509,Blue Cross Blue Shield of Texas
ip_9765,Community Copay Plan,ic_513,Community Health Choice
ip_9766,HMO: Northern Nevada - Washoe County,ic_761,Health Plan of Nevada
ip_9768,"HMO: Southern Nevada - Clark, Nye and Mohave Counties",ic_761,Health Plan of Nevada
ip_9770,"POS: Southern Nevada, Mohave County, AZ, and Washington County, UT",ic_761,Health Plan of Nevada
ip_9771,HMO: Rural Nevada -  All Other Counties,ic_761,Health Plan of Nevada
ip_9772,Commercial HMO,ic_512,Community First Health Plans
ip_9773,Commercial First Health Expanded Travel Network,ic_512,Community First Health Plans
ip_9774,FirstCare Select Nework,ic_745,FirstCare Health Plans
ip_9775,Covenant Extended Health Plan Network,ic_745,FirstCare Health Plans
ip_9776,Covenant Focus Network,ic_745,FirstCare Health Plans
ip_9777,STAR Medicaid,ic_745,FirstCare Health Plans
ip_9778,STAR Medicaid (MRSA),ic_745,FirstCare Health Plans
ip_9779,CHIP,ic_745,FirstCare Health Plans
ip_9784,HMO Network (including Qualified Health Plans),ic_516,Scott & White Health Plan
ip_9785,PPO Network,ic_516,Scott & White Health Plan
ip_9786,SeniorCare Network,ic_516,Scott & White Health Plan
ip_9787,State of Texas Participants Network,ic_516,Scott & White Health Plan
ip_9788,McLane Group Network,ic_516,Scott & White Health Plan
ip_9789,Texas StateWide Network,ic_516,Scott & White Health Plan
ip_9790,TRS- Active Care Partcipants Network,ic_516,Scott & White Health Plan
ip_9793,RightCare - STAR Medicaid,ic_516,Scott & White Health Plan
ip_9795,McLaren Health Advantage,ic_1135,McLaren Health Plan
ip_9796,Medicaid,ic_1135,McLaren Health Plan
ip_9797,McLaren POS,ic_1135,McLaren Health Plan
ip_9798,Scott & White Employee Network: Tier 1,ic_516,Scott & White Health Plan
ip_9800,IdealCare Network,ic_800,Sendero Health Plans
ip_9801,MI: Meridian Advantage Plan (HMO SNP),ic_965,Meridian Health Plan
ip_9802,Meridian Health Plan,ic_965,Meridian Health Plan
ip_9810,University of Arizona Health Plans,ic_1082,University of Arizona Health Plans
ip_9811,Choice Copay,ic_616,Tufts Health Plan
ip_9812,PHCS/Multiplan Network,ic_616,Tufts Health Plan
ip_9813,Tufts Health Plan Senior Care Options,ic_616,Tufts Health Plan
ip_9814,Your Choice 3-Tier HMO,ic_616,Tufts Health Plan
ip_9815,Your Choice 3-Tier POS,ic_616,Tufts Health Plan
ip_9816,Your Choice 3-Tier PPO,ic_616,Tufts Health Plan
ip_9817,Your Choice 3-Tier EPO,ic_616,Tufts Health Plan
ip_9818,"HMO Basic, Value, and Premium Plans",ic_616,Tufts Health Plan
ip_9819,"POS Basic, Value, and Premium Plans",ic_616,Tufts Health Plan
ip_9820,"PPO Basic, Value, and Premium Plans",ic_616,Tufts Health Plan
ip_9821,"EPO Basic, Value, and Premium Plans",ic_616,Tufts Health Plan
ip_9822,Advantage Saver,ic_616,Tufts Health Plan
ip_9823,Select HMO and Advantage HMO Select,ic_616,Tufts Health Plan
ip_9824,Your Choice 2-Tier HMO,ic_616,Tufts Health Plan
ip_9825,Your Choice 2-Tier POS,ic_616,Tufts Health Plan
ip_9826,Your Choice 2-Tier PPO,ic_616,Tufts Health Plan
ip_9827,Your Choice 2-Tier EPO,ic_616,Tufts Health Plan
ip_9828,Health Pact (RI) Plan,ic_616,Tufts Health Plan
ip_9830,Commercial,ic_617,Neighborhood Health Plan (Massachusetts)
ip_9831,Partners,ic_617,Neighborhood Health Plan (Massachusetts)
ip_9832,Select/Limited,ic_617,Neighborhood Health Plan (Massachusetts)
ip_9835,Colorado Springs Health Partners,ic_695,Rocky Mountain Health Plans
ip_9836,Medicaid/Accountable Care Collaborative,ic_695,Rocky Mountain Health Plans
ip_9837,Small Employer Group Health Insurance Plans,ic_695,Rocky Mountain Health Plans
ip_9838,Mesa County Exclusive,ic_695,Rocky Mountain Health Plans
ip_9839,Colorado HSA Plans,ic_695,Rocky Mountain Health Plans
ip_9840,Statewide,ic_695,Rocky Mountain Health Plans
ip_9841,Rocky Mountain Range Exclusive,ic_695,Rocky Mountain Health Plans
ip_9843,Oxford NY Standard Plans (Liberty Network) (Exchange plans),ic_330,UnitedHealthcare Oxford
ip_9844,Blue Network E,ic_828,Blue Cross Blue Shield of Tennessee
ip_9846,Tiered Choice:Not Tiered,ic_618,Fallon Community Health Plan (FCHP)
ip_9847,Tiered Choice:Tier 1,ic_618,Fallon Community Health Plan (FCHP)
ip_9848,The City of Worcester Advantage - Advantage Plan:Tier 2,ic_618,Fallon Community Health Plan (FCHP)
ip_9849,Tiered Choice:Tier 2,ic_618,Fallon Community Health Plan (FCHP)
ip_9850,Tiered Choice:Tier 3,ic_618,Fallon Community Health Plan (FCHP)
ip_9851,The City of Worcester Advantage - Advantage Plan:Not Tiered,ic_618,Fallon Community Health Plan (FCHP)
ip_9853,The Employee Advantage:Tier 2,ic_618,Fallon Community Health Plan (FCHP)
ip_9854,The Advantage Plan - Harrington:Tier 1,ic_618,Fallon Community Health Plan (FCHP)
ip_9857,The Advantage Plan - Harrington:Tier 2,ic_618,Fallon Community Health Plan (FCHP)
ip_9858,The Advantage Plan - Hanover:Not Tiered,ic_618,Fallon Community Health Plan (FCHP)
ip_9859,The Advantage Plan - EMC:Not Tiered,ic_618,Fallon Community Health Plan (FCHP)
ip_9860,Fallon Preferred Care PPO,ic_618,Fallon Community Health Plan (FCHP)
ip_9861,The Advantage Plan - Harrington:Not Tiered,ic_618,Fallon Community Health Plan (FCHP)
ip_9862,The Advantage Plan - Hanover:Tier 1,ic_618,Fallon Community Health Plan (FCHP)
ip_9863,The Employee Advantage:Not Tiered,ic_618,Fallon Community Health Plan (FCHP)
ip_9864,The City of Worcester Advantage - Direct Plan,ic_618,Fallon Community Health Plan (FCHP)
ip_9865,The Advantage Plan - Hanover:Tier 2,ic_618,Fallon Community Health Plan (FCHP)
ip_9866,Employer Sponsored HMO,ic_842,Total Health Care
ip_9868,Employer Sponsored POS,ic_842,Total Health Care
ip_9869,Employer Sponsored POS PPN,ic_842,Total Health Care
ip_9870,Medicaid and Healthy Michigan Plan HMO,ic_842,Total Health Care
ip_9871,MIChild HMO,ic_842,Total Health Care
ip_9872,Blue & U Saver (HSA),ic_810,Blue Cross Blue Shield of Kansas
ip_9880,Blue Select,ic_810,Blue Cross Blue Shield of Kansas
ip_9882,Blue & U Safetynet (Catastrophic),ic_810,Blue Cross Blue Shield of Kansas
ip_9883,BlueSelect for Basic Individual,ic_810,Blue Cross Blue Shield of Kansas
ip_9885,BlueCare,ic_810,Blue Cross Blue Shield of Kansas
ip_9886,Blue-Care,ic_726,Blue Cross Blue Shield of Kansas City
ip_9887,Preferred-Care Network,ic_726,Blue Cross Blue Shield of Kansas City
ip_9888,Preferred-Care PPO,ic_254,Blue Cross Blue Shield of Kansas City
ip_9889,Blue Dental,ic_254,Blue Cross Blue Shield of Kansas City
ip_9890,Blue Dental Plus,ic_254,Blue Cross Blue Shield of Kansas City
ip_9891,Prominence HealthFirst HMO Network - ChoicePlus,ic_714,Prominence Health Plan
ip_9893,Preferred Health Care Network PPO Network (Northern Nevada),ic_714,Prominence Health Plan
ip_9894,Prominence HMO Network,ic_714,Prominence Health Plan
ip_9895,Prominence HealthFirst HMO/POS Network,ic_714,Prominence Health Plan
ip_9899,SC Premier (Self - Funded),ic_334,SummaCare
ip_9900,SC Prime Tiered,ic_334,SummaCare
ip_9901,SC Select (Self - Funded),ic_334,SummaCare
ip_9902,SC Connect (Fully - Insured),ic_334,SummaCare
ip_9903,SC Select (Fully - Insured),ic_334,SummaCare
ip_9904,SC Premier Tiered,ic_334,SummaCare
ip_9905,SC Select Tiered,ic_334,SummaCare
ip_9907,City of Albuquerque,ic_604,Presbyterian Health Plan/Presbyterian Insurance Company
ip_9908,Intel Connected Care,ic_604,Presbyterian Health Plan/Presbyterian Insurance Company
ip_9910,Presbyterian Employees,ic_604,Presbyterian Health Plan/Presbyterian Insurance Company
ip_9911,Presbyterian Health Plan (ASO),ic_604,Presbyterian Health Plan/Presbyterian Insurance Company
ip_9912,Presbyterian Health Plan (HMO),ic_604,Presbyterian Health Plan/Presbyterian Insurance Company
ip_9913,Presbyterian Health Plan (Point of Service),ic_604,Presbyterian Health Plan/Presbyterian Insurance Company
ip_9914,Presbyterian Employees,ic_604,Presbyterian Health Plan/Presbyterian Insurance Company
ip_9918,Select Provider Network (SPN),ic_604,Presbyterian Health Plan/Presbyterian Insurance Company
ip_9920,Blue Advantage HMO,ic_1096,Blue Cross Blue Shield of New Mexico
ip_9921,Blue Community HMO Network,ic_1096,Blue Cross Blue Shield of New Mexico
ip_9922,myBlue Care,ic_808,Blue Cross of Northeastern Pennsylvania
ip_9923,BlueCare QHD Custom PPO,ic_808,Blue Cross of Northeastern Pennsylvania
ip_9924,myBlue Choice,ic_808,Blue Cross of Northeastern Pennsylvania
ip_9925,myBlue Access,ic_808,Blue Cross of Northeastern Pennsylvania
ip_9926,BlueCare Custom PPO,ic_808,Blue Cross of Northeastern Pennsylvania
ip_9929,HMO,ic_1142,Innovation Health
ip_9930,EPO Plus,ic_1142,Innovation Health
ip_9931,Network Only Plus,ic_1142,Innovation Health
ip_9932,POS,ic_1142,Innovation Health
ip_9933,POS Plus,ic_1142,Innovation Health
ip_9934,PPO,ic_1142,Innovation Health
ip_9935,Open EPO Plus,ic_1142,Innovation Health
ip_9936,Open HMO,ic_1142,Innovation Health
ip_9937,Open HMO Option,ic_1142,Innovation Health
ip_9938,Open Network Only Plus,ic_1142,Innovation Health
ip_9939,Open POS II,ic_1142,Innovation Health
ip_9940,Open POS Plus,ic_1142,Innovation Health
ip_9946,HF PPO,ic_1142,Innovation Health
ip_9959,"CA: Molina Marketplace: Catastrophic, Bronze, Silver, Gold, Platinum",ic_675,Molina Healthcare
ip_9960,"FL: Molina Marketplace: Bronze, Silver (100 to 250+), Gold",ic_675,Molina Healthcare
ip_9961,"MI: Molina Marketplace: Bronze, Silver (100 to 250+), Gold",ic_675,Molina Healthcare
ip_9962,"NM: Molina Marketplace: Bronze, Silver (100 to 250+), Gold",ic_675,Molina Healthcare
ip_9963,"OH: Molina Marketplace: Bronze, Silver (100 to 250+), Gold",ic_675,Molina Healthcare
ip_9964,"TX: Molina Marketplace: Silver (100 to 250+), Gold",ic_675,Molina Healthcare
ip_9965,"UT: Molina Marketplace: Bronze, Silver (100 to 250+), Gold",ic_675,Molina Healthcare
ip_9966,WA: AH (Apple Health Blind Disabled),ic_675,Molina Healthcare
ip_9967,"WA: Molina Marketplace: Silver (100 to 250+), Gold",ic_675,Molina Healthcare
ip_9968,"WI: Molina Marketplace: Silver (100 to 250+), Gold",ic_675,Molina Healthcare
ip_9969,Access - RIte Care,ic_1023,Neighborhood Health Plan of Rhode Island
ip_9970,PSN,ic_697,PacificSource Health Plans
ip_9971,SmartAlliance,ic_697,PacificSource Health Plans
ip_9972,SmartHealth (Idaho Members),ic_697,PacificSource Health Plans
ip_9973,Base Bronze Silver Gold Platinum Plans,ic_542,Univera Healthcare
ip_9975,Vision for HMO Members,ic_451,Blue Cross Blue Shield of Illinois
ip_9976,Vision for Non-HMO Members,ic_451,Blue Cross Blue Shield of Illinois
ip_9977,ParPlan,ic_509,Blue Cross Blue Shield of Texas
ip_9979,BlueCare Dental (formerly LINCS Dental Connection Choice),ic_855,Blue Cross Blue Shield of Oklahoma
ip_9980,Blue Cross Community Centennial - DentaQuest Network,ic_1097,Blue Cross Blue Shield of New Mexico
ip_9981,California - Southern EPO,ic_385,Kaiser Permanente
ip_9982,California - Southern HMO,ic_385,Kaiser Permanente
ip_9983,California - Northern EPO,ic_385,Kaiser Permanente
ip_9984,Care Plus,ic_1143,EMI Health
ip_9985,MEC,ic_1143,EMI Health
ip_9991,Advantage/Advantage Plus (Choice),ic_1144,EMI Health
ip_9992,Premier (Choice),ic_1144,EMI Health
ip_9993,HMO 200 Series,ic_999,Blue Shield of Northeastern New York
ip_9997,DC Medicaid,ic_326,AmeriHealth
ip_9999,UT: CHIP,ic_332,SelectHealth
ip_10000,Community Care (Medicaid),ic_332,SelectHealth
ip_10001,UT: SelectHealth Advantage (Medicare),ic_332,SelectHealth
ip_10003,Dental Advantage (Medicare Advantage Dental),ic_1146,SelectHealth
ip_10004,Dental Classic,ic_1146,SelectHealth
ip_10005,Dental Fundamental,ic_1146,SelectHealth
ip_10006,Dental Prime,ic_1146,SelectHealth
ip_10007,Altius Provider Directory,ic_325,Altius (Coventry Health Care)
ip_10008,Northern Idaho Health Network,ic_325,Altius (Coventry Health Care)
ip_10009,FEHB,ic_325,Altius (Coventry Health Care)
ip_10010,IASIS PPO,ic_325,Altius (Coventry Health Care)
ip_10011,Idaho Advantage,ic_325,Altius (Coventry Health Care)
ip_10012,Idaho Preferred,ic_325,Altius (Coventry Health Care)
ip_10013,Peak Preference Level 1 (only),ic_325,Altius (Coventry Health Care)
ip_10014,Peak Preference Levels 1 & 2,ic_325,Altius (Coventry Health Care)
ip_10015,PPO Network,ic_325,Altius (Coventry Health Care)
ip_10016,Coventry National Network,ic_325,Altius (Coventry Health Care)
ip_10017,FIDA,ic_409,MetroPlus Health Plan
ip_10018,BlueCare Plus,ic_828,Blue Cross Blue Shield of Tennessee
ip_10019,FEHB Plans,ic_621,UPMC Health Plan
ip_10020,Federal Employees Health Benefits (FEHB),ic_900,UPMC Health Plan
ip_10024,Lumenos Plans (California),ic_324,Anthem Blue Cross Blue Shield
ip_10025,Lumenos Plans (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10026,Lumenos Plans (Connecticut),ic_324,Anthem Blue Cross Blue Shield
ip_10027,Lumenos Plans (Indiana),ic_324,Anthem Blue Cross Blue Shield
ip_10032,Lumenos Plans (Ohio),ic_324,Anthem Blue Cross Blue Shield
ip_10034,Blue Medicare Advantage PPO,ic_324,Anthem Blue Cross Blue Shield
ip_10035,Blue View Vision,ic_324,Anthem Blue Cross Blue Shield
ip_10036,Blue View Vision Insight,ic_324,Anthem Blue Cross Blue Shield
ip_10037,Blue View Vision Select,ic_324,Anthem Blue Cross Blue Shield
ip_10038,Access for Infants & Mothers (AIM) EPO,ic_324,Anthem Blue Cross Blue Shield
ip_10039,Access for Infants & Mothers (AIM) HMO,ic_324,Anthem Blue Cross Blue Shield
ip_10041,Advantage PPO,ic_324,Anthem Blue Cross Blue Shield
ip_10042,Anthem Medicare Preferred (PPO) (California),ic_324,Anthem Blue Cross Blue Shield
ip_10043,Anthem Medicare Preferred Standard (PPO) (California),ic_324,Anthem Blue Cross Blue Shield
ip_10044,Behavioral Health Network PPO,ic_324,Anthem Blue Cross Blue Shield
ip_10051,CA: Dignity Health EPO / PPO,ic_324,Anthem Blue Cross Blue Shield
ip_10052,HMO Chiropractic/Acupuncture Network (American Specialty Health Plans),ic_324,Anthem Blue Cross Blue Shield
ip_10053,Major Risk Medical Insurance Program (MRMIP),ic_324,Anthem Blue Cross Blue Shield
ip_10054,Medi-Cal HMO,ic_324,Anthem Blue Cross Blue Shield
ip_10056,Priority Select HMO,ic_324,Anthem Blue Cross Blue Shield
ip_10057,Select Plus HMO,ic_324,Anthem Blue Cross Blue Shield
ip_10058,CA: Select PPO (PERS Select Providers),ic_324,Anthem Blue Cross Blue Shield
ip_10060,Anthem Medicare Preferred (PPO) (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10061,Anthem Medicare Preferred Core (PPO) (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10062,Anthem Medicare Preferred Premier (PPO) (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10063,Blue Priority (HMO) (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10065,HMO (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10066,HMOSelect,ic_324,Anthem Blue Cross Blue Shield
ip_10067,Indemnity (Traditional) (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10069,POS (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10070,PPO (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10073,Access Blue,ic_324,Anthem Blue Cross Blue Shield
ip_10074,Anthem MediBlue Value (HMO) (Connecticut),ic_324,Anthem Blue Cross Blue Shield
ip_10075,Anthem Medicare Preferred Standard (PPO) (Connecticut),ic_324,Anthem Blue Cross Blue Shield
ip_10077,CT: Century Preferred Basic,ic_324,Anthem Blue Cross Blue Shield
ip_10079,Lumenos HSA Plans (Connecticut),ic_324,Anthem Blue Cross Blue Shield
ip_10080,Anthem MediBlue (HMO) (Connecticut),ic_324,Anthem Blue Cross Blue Shield
ip_10081,Anthem MediBlue Select (HMO) (Connecticut),ic_324,Anthem Blue Cross Blue Shield
ip_10086,IBM Vision Plan,ic_324,Anthem Blue Cross Blue Shield
ip_10087,Hoosier Healthwise (Medicaid),ic_324,Anthem Blue Cross Blue Shield
ip_10088,Anthem Medicare Preferred (PPO) (Indiana),ic_324,Anthem Blue Cross Blue Shield
ip_10089,Blue Medicare Access Value (RPPO),ic_324,Anthem Blue Cross Blue Shield
ip_10090,"Blue Preferred (HMO) (Indiana, Kentucky, Ohio)",ic_324,Anthem Blue Cross Blue Shield
ip_10091,Blue Priority (HMO/POS) (Indiana),ic_324,Anthem Blue Cross Blue Shield
ip_10092,"Blue Traditional (Indiana, Kentucky, Ohio)",ic_324,Anthem Blue Cross Blue Shield
ip_10093,Healthy Indiana Plan (Medicaid),ic_324,Anthem Blue Cross Blue Shield
ip_10094,Healthy Indiana Plan (PPO),ic_324,Anthem Blue Cross Blue Shield
ip_10096,Medicare Select (Indiana),ic_324,Anthem Blue Cross Blue Shield
ip_10097,IN: Hoosier Healthwise (HHW),ic_324,Anthem Blue Cross Blue Shield
ip_10098,Anthem Medicare Preferred (PPO) (Kentucky),ic_324,Anthem Blue Cross Blue Shield
ip_10102,HMO Maine,ic_324,Anthem Blue Cross Blue Shield
ip_10104,Anthem Medicare Preferred (PPO) (Maine),ic_324,Anthem Blue Cross Blue Shield
ip_10106,BlueChoice PPO,ic_324,Anthem Blue Cross Blue Shield
ip_10107,WI: Comp-Care,ic_324,Anthem Blue Cross Blue Shield
ip_10108,Full Service,ic_324,Anthem Blue Cross Blue Shield
ip_10109,ME: Health Choice (Health Choice PPO),ic_324,Anthem Blue Cross Blue Shield
ip_10110,HMO Choice,ic_324,Anthem Blue Cross Blue Shield
ip_10114,MaineHealth Healthy Saver,ic_324,Anthem Blue Cross Blue Shield
ip_10116,Anthem Essential Select,ic_324,Anthem Blue Cross Blue Shield
ip_10117,Anthem Medicare Preferred (PPO) (Missouri),ic_324,Anthem Blue Cross Blue Shield
ip_10118,Blue Access Choice (PPO) (Missouri),ic_324,Anthem Blue Cross Blue Shield
ip_10119,Blue Access Choice - S (Missouri),ic_324,Anthem Blue Cross Blue Shield
ip_10121,Blue Preferred Options,ic_324,Anthem Blue Cross Blue Shield
ip_10122,Blue Preferred Plus (PPO),ic_324,Anthem Blue Cross Blue Shield
ip_10123,Blue Preferred Select (PPO),ic_324,Anthem Blue Cross Blue Shield
ip_10124,National PPO (BlueCard PPO),ic_324,Anthem Blue Cross Blue Shield
ip_10125,Anthem Medicare Preferred (PPO) (Nevada),ic_324,Anthem Blue Cross Blue Shield
ip_10126,Anthem Medicare Preferred Core (PPO) (Nevada),ic_324,Anthem Blue Cross Blue Shield
ip_10127,HMO (Nevada),ic_324,Anthem Blue Cross Blue Shield
ip_10128,Indemnity (Traditional) (Nevada),ic_324,Anthem Blue Cross Blue Shield
ip_10129,POS (Nevada),ic_324,Anthem Blue Cross Blue Shield
ip_10130,PPO (Nevada),ic_324,Anthem Blue Cross Blue Shield
ip_10132,Blue Direct,ic_324,Anthem Blue Cross Blue Shield
ip_10133,BlueChoice (POS),ic_324,Anthem Blue Cross Blue Shield
ip_10134,BlueChoice Open Access (Alternate Network) (New Hampshire),ic_324,Anthem Blue Cross Blue Shield
ip_10135,Individual Blue,ic_324,Anthem Blue Cross Blue Shield
ip_10140,Preferred Blue,ic_324,Anthem Blue Cross Blue Shield
ip_10143,Tonik (New Hampshire),ic_324,Anthem Blue Cross Blue Shield
ip_10144,Anthem Medicare Preferred (PPO) (Ohio),ic_324,Anthem Blue Cross Blue Shield
ip_10146,Medicare Select (Ohio),ic_324,Anthem Blue Cross Blue Shield
ip_10147,Anthem BlueCare,ic_324,Anthem Blue Cross Blue Shield
ip_10150,VA: Anthem KeyCare HSA,ic_324,Anthem Blue Cross Blue Shield
ip_10151,Anthem Medicare Preferred Classic (PPO) (Virginia),ic_324,Anthem Blue Cross Blue Shield
ip_10152,Anthem Medicare Preferred Premier (PPO) (Virginia),ic_324,Anthem Blue Cross Blue Shield
ip_10153,Anthem Medicare Preferred Standard (PPO) (Virginia),ic_324,Anthem Blue Cross Blue Shield
ip_10154,COVA Care (Commonwealth of Virginia),ic_324,Anthem Blue Cross Blue Shield
ip_10155,CU Health Plan Extended Colorado,ic_324,Anthem Blue Cross Blue Shield
ip_10157,Lumenos Plans (Virginia),ic_324,Anthem Blue Cross Blue Shield
ip_10158,Lumenos HSA Plus (Virginia),ic_324,Anthem Blue Cross Blue Shield
ip_10159,Premier (Virginia),ic_324,Anthem Blue Cross Blue Shield
ip_10160,SmartSense (Virginia),ic_324,Anthem Blue Cross Blue Shield
ip_10162,Anthem MediBlue (HMO) (Wisconsin),ic_324,Anthem Blue Cross Blue Shield
ip_10167,Blue Preferred POS (Alternate Network),ic_324,Anthem Blue Cross Blue Shield
ip_10168,Lumenos Blue Priority (HMO/POS) (Wisconsin),ic_324,Anthem Blue Cross Blue Shield
ip_10169,Anthem Medicare Preferred (PPO) (Wisconsin),ic_324,Anthem Blue Cross Blue Shield
ip_10171,UK-PPO (Kentucky),ic_324,Anthem Blue Cross Blue Shield
ip_10172,Anthem MediBlue Select (HMO) (Maine),ic_324,Anthem Blue Cross Blue Shield
ip_10173,Anthem MediBlue Select (HMO) (Missouri),ic_324,Anthem Blue Cross Blue Shield
ip_10174,Anthem MediBlue Select (HMO) (New Hampshire),ic_324,Anthem Blue Cross Blue Shield
ip_10175,Blue Priority - WI (Wisconsin),ic_324,Anthem Blue Cross Blue Shield
ip_10176,Blue Priority PPO (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10177,PPO Statewide Network (Colorado),ic_324,Anthem Blue Cross Blue Shield
ip_10178,Blue Care (Connecticut),ic_324,Anthem Blue Cross Blue Shield
ip_10180,Blue Access Choice Network (Missouri),ic_324,Anthem Blue Cross Blue Shield
ip_10181,Blue Access Network (Wisconsin),ic_324,Anthem Blue Cross Blue Shield
ip_10194,Federal Employee Program - BlueDental PPO (Connecticut),ic_219,Anthem Blue Cross Blue Shield
ip_10201,Landmark Combined Network,ic_1147,SIHO Insurance Services
ip_10202,SIHO Network,ic_1147,SIHO Insurance Services
ip_10203,Clinical Integration Network,ic_1147,SIHO Insurance Services
ip_10204,Columbus Regional Health Physicians Network,ic_1147,SIHO Insurance Services
ip_10205,Envision Network,ic_1147,SIHO Insurance Services
ip_10206,IU Health Bloomington Hospital Employees (IU Health Network),ic_1147,SIHO Insurance Services
ip_10207,SIHO Landmark Network,ic_1147,SIHO Insurance Services
ip_10208,IUH Bloomington Employees (Partner Plus Network),ic_1147,SIHO Insurance Services
ip_10209,IUH Physicians ($0 copay) Network,ic_1147,SIHO Insurance Services
ip_10210,OCHN Network,ic_1147,SIHO Insurance Services
ip_10211,Patoka Valley Network,ic_1147,SIHO Insurance Services
ip_10212,Decatur County Memorial Hospital Employees,ic_1147,SIHO Insurance Services
ip_10213,Decatur County Memorial Hospital (non-employees),ic_1147,SIHO Insurance Services
ip_10214,PHP Classic with Encircle (Network),ic_1148,"Physicians Health Plan of Northern Indiana, Inc."
ip_10215,Physicians Health Plan Select (Network),ic_1148,"Physicians Health Plan of Northern Indiana, Inc."
ip_10216,PHP Options (Network),ic_1148,"Physicians Health Plan of Northern Indiana, Inc."
ip_10224,Washington Apple Health,ic_677,Community Health Plan of Washington
